Matricula,Oferta Educativa,Grado,Genero,Promedio Final,Promedio Cuatrimestre Anterior,Promedio Bachillerato,probabilidad_desercion,riesgo
1703729189,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.6,8.7,8.4,0.004350312,0
1746188335,Enfermería,sexto ,Mujer,9.4,9.1,8.3,0.0069780815,0
1799950814,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.6,8.5,8.5,0.004143748,0
1783265724,Enfermería,tercero ,Mujer,9.1,9.6,7.7,0.0057768384,0
1793339752,Energías Renovables,tercero ,Mujer,8.9,9.7,8.6,0.0043076426,0
1794545764,Desarrollo y gestión de software,sexto ,Mujer,9.3,8.8,8.3,0.005141903,0
1795383066,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.2,8.7,8.6,0.0049808705,0
1732749633,Diseño Digital y Producción Audiovisual,noveno ,Hombre,9.2,9.3,8.7,0.006039545,0
1777112202,Diseño Digital y Producción Audiovisual,quinto ,Mujer,9.6,9.9,9.1,0.003526021,0
1757954323,Negocios y Mercadotecnia,sexto ,Hombre,9.3,10.0,8.5,0.004083374,0
1760601308,Enfermería,undécimo ,Hombre,9.3,8.3,9.1,0.008869494,0
1750053356,Enfermería,décimo tercero,Mujer,9.1,9.8,8.3,0.0040769298,0
1789483912,Enfermería,undécimo ,Mujer,9.5,9.1,8.3,0.004146996,0
1705502429,Diseño Digital y Producción Audiovisual,sexto ,Hombre,9.4,9.1,8.4,0.0073426696,0
1729244304,Terapia Física,undécimo ,Hombre,9.5,9.5,8.9,0.004163513,0
1794359366,Negocios y Mercadotecnia,tercero ,Mujer,9.1,8.9,8.8,0.00638045,0
1712078358,Energías Renovables,sexto ,Hombre,9.6,9.8,8.6,0.003721622,0
1758378347,Criminalística y Ciencias Forenses,noveno ,Mujer,9.8,10.0,7.8,0.0067167855,0
1795626795,Contaduría,noveno ,Hombre,9.5,10.0,8.8,0.0036819202,0
1798583731,Diseño Digital y Producción Audiovisual,tercero ,Hombre,9.0,8.1,8.0,0.0077839536,0
1798431065,Industrial,segundo ,Mujer,9.0,9.0,8.0,0.86426234,1
1717376499,Tecnologías de la Información e Innovación Digital,undécimo ,Hombre,9.1,8.0,7.9,0.009396007,0
1778494142,Innovación de Negocios y Mercadotecnia,noveno ,Mujer,9.1,8.7,8.4,0.005479828,0
1769470228,Energía y Desarrollo Sostenible,segundo ,Hombre,9.2,7.7,9.2,0.8781679,1
1748801439,Enfermería,sexto ,Hombre,9.4,9.4,8.0,0.009162624,0
1786560071,Industrial,cuarto ,Mujer,9.3,9.3,9.4,0.00676298,0
1798650015,Salud Reproductiva y Partería,noveno ,Hombre,9.3,8.9,9.0,0.0060670436,0
1751094415,Terapia Física,tercero ,Mujer,9.2,8.7,7.7,0.006127835,0
1781912657,Desarrollo y gestión de software,undécimo ,Hombre,9.2,9.4,8.3,0.0068674097,0
1775922064,Enfermería,undécimo ,Mujer,9.5,8.6,7.9,0.0049204207,0
1739335774,Negocios y Mercadotecnia,undécimo ,Hombre,8.6,8.5,8.9,0.0062173903,0
1753879901,Terapia Física,duodécimo ,Mujer,9.2,8.5,7.9,0.00522598,0
1787270932,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.0,7.6,0.007906704,0
1756368124,Mecatrónica,noveno ,Mujer,9.5,8.8,8.3,0.003988573,0
1727977834,Contaduría,primero ,Hombre,8.9,8.9,9.1,0.895846,1
1747687193,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,8.9,9.5,8.4,0.0061726063,0
1751622175,Criminalística y Ciencias Forenses,sexto ,Hombre,9.4,9.7,8.7,0.003725372,0
1700674435,Industrial,décimo tercero,Hombre,8.7,10.0,8.7,0.0061349603,0
1752860644,Enfermería,tercero ,Hombre,9.6,9.2,7.7,0.006523884,0
1713596482,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.4,8.0,0.0069503775,0
1703831942,Tecnologías de la Información e Innovación Digital,décimo tercero,Mujer,9.7,9.3,8.5,0.003961924,0
1783515281,Industrial,undécimo ,Mujer,8.9,8.2,8.2,0.0066189407,0
1784715294,Criminalística y Ciencias Forenses,undécimo ,Hombre,9.1,8.9,9.4,0.006837509,0
1779042318,Salud Reproductiva y Partería,undécimo ,Hombre,8.5,9.0,7.8,0.011073461,0
1721986504,Industrial,sexto ,Mujer,9.0,8.9,8.0,0.006913843,0
1720311277,Innovación de Negocios y Mercadotecnia,décimo tercero,Hombre,9.2,9.1,8.7,0.006176451,0
1765830766,Contaduría,tercero ,Hombre,8.6,9.0,8.1,0.025134228,0
1723985428,Terapia Física,tercero ,Mujer,9.1,8.6,6.9,0.013993201,0
1744330682,Terapia Física,tercero ,Mujer,8.6,9.1,9.6,0.020029172,0
1712056175,Criminalística y Ciencias Forenses,noveno ,Mujer,9.2,8.8,7.9,0.005552984,0
1734722308,Contaduría,noveno ,Mujer,9.6,7.6,8.8,0.011260116,0
1777956582,Enfermería,primero ,Hombre,9.2,8.3,7.8,0.87066704,1
1722928368,Negocios y Mercadotecnia,sexto ,Mujer,9.7,9.2,8.0,0.0051196543,0
1768237543,Criminalística y Ciencias Forenses,noveno ,Mujer,9.5,9.8,7.6,0.0055118036,0
1770807384,Criminalística y Ciencias Forenses,tercero ,Hombre,9.6,7.7,8.1,0.009523215,0
1728833718,Innovación de Negocios y Mercadotecnia,sexto ,Hombre,9.0,8.7,8.1,0.005713595,0
1758760214,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.0,9.4,8.4,0.0060461755,0
1744342048,Enfermería,tercero ,Mujer,9.3,9.7,8.3,0.003977979,0
1783201707,Industrial,tercero ,Mujer,8.8,8.9,7.7,0.0093269255,0
1767582935,Enfermería,tercero ,Hombre,9.4,8.8,8.2,0.005443112,0
1774253823,Mecatrónica,tercero ,Mujer,9.1,9.9,9.3,0.0040984596,0
1766352517,Salud Reproductiva y Partería,noveno ,Mujer,9.6,9.6,9.2,0.0033856279,0
1716807655,Criminalística y Ciencias Forenses,tercero ,Mujer,9.4,9.7,8.7,0.003348351,0
1758105972,Industrial,undécimo ,Mujer,9.6,8.9,8.9,0.0038508885,0
1790802723,Contaduría,primero ,Mujer,9.0,9.8,9.6,0.86341155,1
1770500730,Diseño Digital y Producción Audiovisual,noveno ,Mujer,9.6,8.0,8.8,0.00854827,0
1796440958,Enfermería,cuarto ,Mujer,9.7,9.8,8.8,0.0047545703,0
1787408074,Terapia Física,sexto ,Mujer,9.2,9.1,7.6,0.009163339,0
1726686207,Médico Cirujano y Partero,noveno ,Hombre,9.0,9.2,7.9,0.0073154615,0
1727740969,Criminalística y Ciencias Forenses,quinto ,Mujer,9.0,8.6,8.5,0.005130442,0
1747866031,Contaduría,tercero ,Hombre,9.6,8.1,8.0,0.009083969,0
1711303142,Contaduría,segundo ,Mujer,9.9,9.2,7.9,0.8581302,1
1773009286,Contaduría,tercero ,Mujer,8.9,9.5,8.0,0.009406047,0
1718912912,Enfermería,sexto ,Mujer,8.9,9.6,7.7,0.0069544828,0
1758862354,Criminalística y Ciencias Forenses,tercero ,Mujer,9.5,9.5,8.1,0.004353659,0
1715271082,Mecatrónica,undécimo ,Mujer,9.0,9.4,8.7,0.0052641574,0
1706944086,Terapia Física,noveno ,Mujer,9.5,8.6,9.5,0.004953781,0
1778545132,Terapia Física,undécimo ,Hombre,9.4,9.6,8.9,0.0036731304,0
1768459122,Enfermería,sexto ,Mujer,9.2,8.6,8.8,0.0050922898,0
1786798530,Diseño Digital y Producción Audiovisual,sexto ,Mujer,9.4,9.8,7.6,0.005763568,0
1776174634,Innovación de Negocios y Mercadotecnia,tercero ,Hombre,9.3,9.1,8.6,0.0062002903,0
1770032912,Enfermería,sexto ,Mujer,9.2,9.1,8.5,0.0065149427,0
1700547137,Terapia Física,segundo ,Mujer,8.7,9.7,8.7,0.80947083,1
1750301477,Criminalística y Ciencias Forenses,sexto ,Mujer,9.3,9.8,8.3,0.0042017093,0
1723959215,Mecatrónica,primero ,Hombre,9.7,9.6,9.4,0.9142718,1
1749494942,Negocios y Mercadotecnia,primero ,Mujer,8.7,8.7,8.5,0.82223845,1
1765318030,Diseño Digital y Producción Audiovisual,sexto ,Mujer,8.9,9.6,8.6,0.004148542,0
1753448015,Salud Reproductiva y Partería,undécimo ,Mujer,9.4,8.7,7.4,0.006739532,0
1746229129,Contaduría,tercero ,Hombre,9.2,9.6,8.4,0.0043157595,0
1704463207,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.4,8.3,9.1,0.007933917,0
1721320217,Industrial,tercero ,Hombre,9.0,9.1,8.8,0.005333938,0
1758792464,Terapia Física,noveno ,Mujer,9.6,8.7,7.3,0.0068947813,0
1774043524,Terapia Física,sexto ,Hombre,9.2,9.7,8.2,0.005037884,0
1715545640,Enfermería,noveno ,Hombre,9.4,9.8,9.4,0.003691876,0
1773895022,Criminalística y Ciencias Forenses,noveno ,Mujer,9.3,9.3,8.4,0.0062428713,0
1793569350,Energías Renovables,sexto ,Mujer,9.3,9.3,8.7,0.0060884748,0
1776821024,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.4,9.6,9.4,0.0036853643,0
1712362873,Terapia Física,undécimo ,Mujer,9.3,9.8,8.4,0.0038203618,0
1700007252,Salud Reproductiva y Partería,tercero ,Hombre,8.9,9.2,8.9,0.005852357,0
1746155259,Contaduría,tercero ,Mujer,9.6,8.9,8.7,0.0041893437,0
1794187278,Enfermería,undécimo ,Mujer,9.5,9.6,8.8,0.0033354403,0
1722179076,Criminalística y Ciencias Forenses,sexto ,Mujer,8.6,8.1,8.7,0.00883193,0
